system,i1,i2,i3,rho_e_per_ang3
cu_fcc,2,0,21,2.9419097545e+01
cu_fcc,2,3,18,8.4402375321e+00
cu_fcc,2,6,15,7.8891705119e-01
cu_fcc,2,9,12,2.5518179391e-01
cu_fcc,2,12,9,2.5518179391e-01
cu_fcc,2,15,6,7.8891705119e-01
cu_fcc,2,18,3,8.4402375321e+00
cu_fcc,2,21,0,2.9419097545e+01
cu_fcc,2,23,21,2.8088006292e+01
cu_fcc,3,2,18,8.4402375321e+00
cu_fcc,3,5,15,8.8810302805e-01
cu_fcc,3,8,12,2.6840121499e-01
cu_fcc,3,11,9,2.2455813821e-01
cu_fcc,3,14,6,5.3340441556e-01
cu_fcc,3,17,3,3.8377182891e+00
cu_fcc,3,20,0,2.2816326676e+01
cu_fcc,3,22,21,2.2816103062e+01
cu_fcc,4,1,18,7.0466450938e+00
cu_fcc,4,4,15,9.2612344870e-01
cu_fcc,4,7,12,2.7960468363e-01
cu_fcc,4,10,9,2.0403193914e-01
cu_fcc,4,13,6,3.7946029812e-01
cu_fcc,4,16,3,1.7264048815e+00
cu_fcc,4,19,0,1.2083473905e+01
cu_fcc,4,21,21,1.4376955577e+01
cu_fcc,5,0,18,4.9463388109e+00
cu_fcc,5,3,15,8.8810302805e-01
cu_fcc,5,6,12,2.8605156234e-01
cu_fcc,5,9,9,1.9124021328e-01
cu_fcc,5,12,6,2.8605156234e-01
cu_fcc,5,15,3,8.8810302805e-01
cu_fcc,5,18,0,4.9463388109e+00
cu_fcc,5,20,21,7.0461572354e+00
cu_fcc,5,23,18,4.1704305986e+00
cu_fcc,6,2,15,7.8891705119e-01
cu_fcc,6,5,12,2.8605156234e-01
cu_fcc,6,8,9,1.8434006239e-01
cu_fcc,6,11,6,2.3016912245e-01
cu_fcc,6,14,3,5.3340441556e-01
cu_fcc,6,17,0,1.9629689456e+00
cu_fcc,6,19,21,3.0184363344e+00
cu_fcc,6,22,18,2.4130987163e+00
cu_fcc,7,1,15,6.6146583269e-01
cu_fcc,7,4,12,2.7960468363e-01
cu_fcc,7,7,9,1.8217088753e-01
cu_fcc,7,10,6,1.9860690874e-01
cu_fcc,7,13,3,3.5875761009e-01
cu_fcc,7,16,0,9.2711282565e-01
cu_fcc,7,18,21,1.3651186039e+00
cu_fcc,7,21,18,1.3651186039e+00
cu_fcc,8,0,15,5.3530707830e-01
cu_fcc,8,3,12,2.6840121499e-01
cu_fcc,8,6,9,1.8434006239e-01
cu_fcc,8,9,6,1.8434006239e-01
cu_fcc,8,12,3,2.6840121499e-01
cu_fcc,8,15,0,5.3530707830e-01
cu_fcc,8,17,21,7.3141183271e-01
cu_fcc,8,20,18,8.1787952820e-01
cu_fcc,8,23,15,5.0592886956e-01
cu_fcc,9,2,12,2.5518179391e-01
cu_fcc,9,5,9,1.9124021328e-01
cu_fcc,9,8,6,1.8434006239e-01
cu_fcc,9,11,3,2.2455813821e-01
cu_fcc,9,14,0,3.5580948356e-01
cu_fcc,9,16,21,4.5484409794e-01
cu_fcc,9,19,18,5.3078736226e-01
cu_fcc,9,22,15,3.9774073299e-01
cu_fcc,10,1,12,2.4280678877e-01
cu_fcc,10,4,9,2.0403193914e-01
cu_fcc,10,7,6,1.9860690874e-01
cu_fcc,10,10,3,2.1139918317e-01
cu_fcc,10,13,0,2.6927566087e-01
cu_fcc,10,15,21,3.1665265234e-01
cu_fcc,10,18,18,3.6868195872e-01
cu_fcc,10,21,15,3.1665265234e-01
cu_fcc,11,0,12,2.3351151827e-01
cu_fcc,11,3,9,2.2455813821e-01
cu_fcc,11,6,6,2.3016912245e-01
cu_fcc,11,9,3,2.2455813821e-01
cu_fcc,11,12,0,2.3351151827e-01
cu_fcc,11,14,21,2.4709908767e-01
cu_fcc,11,17,18,2.7488544279e-01
cu_fcc,11,20,15,2.5896959599e-01
cu_fcc,11,23,12,2.2795349746e-01
cu_fcc,12,2,9,2.5518179391e-01
cu_fcc,12,5,6,2.8605156234e-01
cu_fcc,12,8,3,2.6840121499e-01
cu_fcc,12,11,0,2.3351151827e-01
cu_fcc,12,13,21,2.1763988582e-01
cu_fcc,12,16,18,2.2145964669e-01
cu_fcc,12,19,15,2.1957708749e-01
cu_fcc,12,22,12,2.2067981726e-01
cu_fcc,13,1,9,2.9837073222e-01
cu_fcc,13,4,6,3.7946029812e-01
cu_fcc,13,7,3,3.5875761009e-01
cu_fcc,13,10,0,2.6927566087e-01
cu_fcc,13,12,21,2.1763988582e-01
cu_fcc,13,15,18,1.9391715142e-01
cu_fcc,13,18,15,1.9391715142e-01
cu_fcc,13,21,12,2.1763988582e-01
cu_fcc,14,0,9,3.5580948356e-01
cu_fcc,14,3,6,5.3340441556e-01
cu_fcc,14,6,3,5.3340441556e-01
cu_fcc,14,9,0,3.5580948356e-01
cu_fcc,14,11,21,2.4709908767e-01
cu_fcc,14,14,18,1.8540706766e-01
cu_fcc,14,17,15,1.7860768930e-01
cu_fcc,14,20,12,2.1777766957e-01
cu_fcc,14,23,9,3.4178215817e-01
cu_fcc,15,2,6,7.8891705119e-01
cu_fcc,15,5,3,8.8810302805e-01
cu_fcc,15,8,0,5.3530707830e-01
cu_fcc,15,10,21,3.1665265234e-01
cu_fcc,15,13,18,1.9391715142e-01
cu_fcc,15,16,15,1.7147794583e-01
cu_fcc,15,19,12,2.1957708749e-01
cu_fcc,15,22,9,3.9774073298e-01
cu_fcc,16,1,6,1.2284365061e+00
cu_fcc,16,4,3,1.7264048815e+00
cu_fcc,16,7,0,9.2711282565e-01
cu_fcc,16,9,21,4.5484409794e-01
cu_fcc,16,12,18,2.2145964669e-01
cu_fcc,16,15,15,1.7147794583e-01
cu_fcc,16,18,12,2.2145964669e-01
cu_fcc,16,21,9,4.5484409794e-01
cu_fcc,17,0,6,1.9629689456e+00
cu_fcc,17,3,3,3.8377182891e+00
cu_fcc,17,6,0,1.9629689456e+00
cu_fcc,17,8,21,7.3141183271e-01
cu_fcc,17,11,18,2.7488544279e-01
cu_fcc,17,14,15,1.7860768930e-01
cu_fcc,17,17,12,2.2223587785e-01
cu_fcc,17,20,9,5.0293071038e-01
cu_fcc,17,23,6,1.7263191282e+00
cu_fcc,18,2,3,8.4402375321e+00
cu_fcc,18,5,0,4.9463388109e+00
cu_fcc,18,7,21,1.3651186039e+00
cu_fcc,18,10,18,3.6868195872e-01
cu_fcc,18,13,15,1.9391715142e-01
cu_fcc,18,16,12,2.2145964669e-01
cu_fcc,18,19,9,5.3078736226e-01
cu_fcc,18,22,6,2.4130987163e+00
cu_fcc,19,1,3,1.5642072984e+01
cu_fcc,19,4,0,1.2083473905e+01
cu_fcc,19,6,21,3.0184363344e+00
cu_fcc,19,9,18,5.3078736226e-01
cu_fcc,19,12,15,2.1957708749e-01
cu_fcc,19,15,12,2.1957708749e-01
cu_fcc,19,18,9,5.3078736226e-01
cu_fcc,19,21,6,3.0184363344e+00
cu_fcc,20,0,3,2.2816326676e+01
cu_fcc,20,3,0,2.2816326676e+01
cu_fcc,20,5,21,7.0461572354e+00
cu_fcc,20,8,18,8.1787952820e-01
cu_fcc,20,11,15,2.5896959599e-01
cu_fcc,20,14,12,2.1777766957e-01
cu_fcc,20,17,9,5.0293071038e-01
cu_fcc,20,20,6,3.2641359960e+00
cu_fcc,20,23,3,1.9834616777e+01
cu_fcc,21,2,0,2.9419097545e+01
cu_fcc,21,4,21,1.4376955577e+01
cu_fcc,21,7,18,1.3651186039e+00
cu_fcc,21,10,15,3.1665265234e-01
cu_fcc,21,13,12,2.1763988582e-01
cu_fcc,21,16,9,4.5484409794e-01
cu_fcc,21,19,6,3.0184363344e+00
cu_fcc,21,22,3,2.2816103062e+01
cu_fcc,22,1,0,2.5254491874e+01
cu_fcc,22,3,21,2.2816103062e+01
cu_fcc,22,6,18,2.4130987163e+00
cu_fcc,22,9,15,3.9774073299e-01
cu_fcc,22,12,12,2.2067981726e-01
cu_fcc,22,15,9,3.9774073298e-01
cu_fcc,22,18,6,2.4130987163e+00
cu_fcc,22,21,3,2.2816103062e+01
cu_fcc,23,0,0,1.7189590933e+01
cu_fcc,23,2,21,2.8088006292e+01
cu_fcc,23,5,18,4.1704305986e+00
cu_fcc,23,8,15,5.0592886956e-01
cu_fcc,23,11,12,2.2795349746e-01
cu_fcc,23,14,9,3.4178215817e-01
cu_fcc,23,17,6,1.7263191282e+00
cu_fcc,23,20,3,1.9834616777e+01
cu_fcc,23,23,0,2.5254960079e+01
gaas,0,0,0,4.3725093333e-03
gaas,0,5,3,5.5684811900e-01
gaas,0,10,6,4.1832857351e-01
gaas,0,15,9,5.2930222886e-01
gaas,0,20,12,1.6266840932e-01
gaas,0,25,15,7.3631051103e-02
gaas,0,30,18,1.0341737938e-01
gaas,1,3,21,3.0142930608e-01
gaas,1,8,24,3.4812624547e-01
gaas,1,13,27,1.0839900284e-01
gaas,1,18,30,1.2196040750e-01
gaas,1,24,1,5.2032015383e-01
gaas,1,29,4,9.2049896204e+00
gaas,2,2,7,3.0718858781e-01
gaas,2,7,10,1.2940293654e+00
gaas,2,12,13,7.7298085922e-01
gaas,2,17,16,1.1433589456e-01
gaas,2,22,19,4.1976771149e-02
gaas,2,27,22,1.0464650942e-01
gaas,3,0,25,1.0058053365e+00
gaas,3,5,28,1.3651292982e+00
gaas,3,10,31,2.1123721291e-01
gaas,3,16,2,4.3100884258e-01
gaas,3,21,5,3.5130379329e-01
gaas,3,26,8,3.1660725816e-01
gaas,3,31,11,2.0590556810e-01
gaas,4,4,14,1.0656624947e+00
gaas,4,9,17,4.4540920050e-01
gaas,4,14,20,8.5649711269e-02
gaas,4,19,23,4.8362045982e-02
gaas,4,24,26,1.5726736439e-01
gaas,4,29,29,6.1556320971e+00
gaas,5,3,0,5.5684811900e-01
gaas,5,8,3,6.6270790439e-01
gaas,5,13,6,6.2247022569e+00
gaas,5,18,9,3.1878912053e-01
gaas,5,23,12,9.2330370632e-02
gaas,5,28,15,1.3792421316e-01
gaas,6,1,18,3.8540165740e-01
gaas,6,6,21,2.6586976514e-01
gaas,6,11,24,9.9069061575e-02
gaas,6,16,27,1.1980611170e-01
gaas,6,21,30,2.3121372859e-01
gaas,6,27,1,1.3653734672e+00
gaas,7,0,4,2.8513004561e-01
gaas,7,5,7,7.0679292124e+00
gaas,7,10,10,1.6020233296e+01
gaas,7,15,13,2.3068326689e-01
gaas,7,20,16,4.6438854046e-02
gaas,7,25,19,8.4395764308e-02
gaas,7,30,22,2.5403619770e-01
gaas,8,3,25,3.0666751970e-01
gaas,8,8,28,1.5788675805e-01
gaas,8,13,31,4.7450242154e-01
gaas,8,19,2,3.2868680055e-01
gaas,8,24,5,2.1395578392e-01
gaas,8,29,8,2.0189730705e-01
gaas,9,2,11,2.8770415931e+00
gaas,9,7,14,9.9951702990e-01
gaas,9,12,17,1.1469795279e-01
gaas,9,17,20,4.0270048057e-02
gaas,9,22,23,8.0455847450e-02
gaas,9,27,26,2.7538208022e-01
gaas,10,0,29,2.4524999709e-01
gaas,10,6,0,4.1832857351e-01
gaas,10,11,3,6.2198063142e+00
gaas,10,16,6,4.1832540253e-01
gaas,10,21,9,8.5228659125e-02
gaas,10,26,12,1.2108833676e-01
gaas,10,31,15,4.2109215423e-01
gaas,11,4,18,2.3832449951e-01
gaas,11,9,21,7.2483640111e-02
gaas,11,14,24,7.7286509437e-02
gaas,11,19,27,1.2916350398e-01
gaas,11,24,30,1.8856877499e-01
gaas,11,30,1,1.7029026313e-01
gaas,12,3,4,8.3384708191e-01
gaas,12,8,7,1.2417850834e+01
gaas,12,13,10,2.9718004798e-01
gaas,12,18,13,4.6000039442e-02
gaas,12,23,16,6.2796881372e-02
gaas,12,28,19,1.3836442055e-01
gaas,13,1,22,1.1204217016e-01
gaas,13,6,25,8.3318233657e-02
gaas,13,11,28,2.2845781496e-01
gaas,13,16,31,2.5885639588e-01
gaas,13,22,2,1.0466466366e-01
gaas,13,27,5,1.1107607631e-01
gaas,14,0,8,5.9317565013e-01
gaas,14,5,11,7.2442614993e-01
gaas,14,10,14,1.2465882690e-01
gaas,14,15,17,3.3211882776e-02
gaas,14,20,20,4.5709871054e-02
gaas,14,25,23,8.1621074560e-02
gaas,14,30,26,9.8294530258e-02
gaas,15,3,29,1.3371006110e-01
gaas,15,9,0,5.2930222886e-01
gaas,15,14,3,2.8532380682e-01
gaas,15,19,6,6.4661182966e-02
gaas,15,24,9,7.2329900569e-02
gaas,15,29,12,2.5120187973e-01
gaas,16,2,15,1.8167336169e-01
gaas,16,7,18,5.5506605034e-02
gaas,16,12,21,4.4082630499e-02
gaas,16,17,24,6.5610354652e-02
gaas,16,22,27,6.6608856156e-02
gaas,16,27,30,6.5697078460e-02
gaas,17,1,1,2.2802036739e-01
gaas,17,6,4,5.8607736554e-01
gaas,17,11,7,2.1111306789e-01
gaas,17,16,10,4.4052628093e-02
gaas,17,21,13,4.4791787882e-02
gaas,17,26,16,8.5521553403e-02
gaas,17,31,19,7.4121172452e-02
gaas,18,4,22,4.4770843393e-02
gaas,18,9,25,9.0789638903e-02
gaas,18,14,28,1.2202546988e-01
gaas,18,19,31,6.2801591101e-02
gaas,18,25,2,5.4980618244e-02
gaas,18,30,5,2.1545844390e-01
gaas,19,3,8,3.2873974629e-01
gaas,19,8,11,1.0982054682e-01
gaas,19,13,14,3.7047429615e-02
gaas,19,18,17,3.7643931056e-02
gaas,19,23,20,4.3992966274e-02
gaas,19,28,23,4.1310527682e-02
gaas,20,1,26,6.0486826631e-02
gaas,20,6,29,1.8607823694e-01
gaas,20,12,0,1.6266840932e-01
gaas,20,17,3,5.3671200772e-02
gaas,20,22,6,4.9860895144e-02
gaas,20,27,9,1.3609236881e-01
gaas,21,0,12,1.4976409883e-01
gaas,21,5,15,5.8842131891e-02
gaas,21,10,18,4.5095940085e-02
gaas,21,15,21,5.0896831024e-02
gaas,21,20,24,4.0090481146e-02
gaas,21,25,27,3.3765024531e-02
gaas,21,30,30,8.7016990870e-02
gaas,22,4,1,3.6351207932e-01
gaas,22,9,4,1.9967395088e-01
gaas,22,14,7,5.7630397303e-02
gaas,22,19,10,5.4473587012e-02
gaas,22,24,13,7.8935463797e-02
gaas,22,29,16,6.8673027317e-02
gaas,23,2,19,4.3989586925e-02
gaas,23,7,22,7.5716797533e-02
gaas,23,12,25,1.0298044580e-01
gaas,23,17,28,5.5851297617e-02
gaas,23,22,31,3.8564957928e-02
gaas,23,28,2,1.5707796383e-01
gaas,24,1,5,6.0106919913e-01
gaas,24,6,8,1.8116506133e-01
gaas,24,11,11,7.6208998213e-02
gaas,24,16,14,7.5082777622e-02
gaas,24,21,17,5.2528155331e-02
gaas,24,26,20,3.5949686105e-02
gaas,24,31,23,4.6285795961e-02
gaas,25,4,26,2.0039929031e-01
gaas,25,9,29,2.9799158900e-01
gaas,25,15,0,7.3631051103e-02
gaas,25,20,3,6.3429704701e-02
gaas,25,25,6,1.7897317207e-01
gaas,25,30,9,3.1905718110e-01
gaas,26,3,12,1.1436943873e-01
gaas,26,8,15,1.1058251257e-01
gaas,26,13,18,1.0261615957e-01
gaas,26,18,21,5.0695200281e-02
gaas,26,23,24,3.0613428158e-02
gaas,26,28,27,8.1085658890e-02
gaas,27,1,30,1.3643771877e+00
gaas,27,7,1,7.2143603076e-01
gaas,27,12,4,1.1567409555e-01
gaas,27,17,7,1.3046970593e-01
gaas,27,22,10,1.4401679514e-01
gaas,27,27,13,1.2940163855e-01
gaas,28,0,16,7.5872421161e-02
gaas,28,5,19,1.3836089720e-01
gaas,28,10,22,1.6316755657e-01
gaas,28,15,25,8.0678797599e-02
gaas,28,20,28,4.4643689538e-02
gaas,28,25,31,1.5359725261e-01
gaas,28,31,2,9.2047297099e+00
gaas,29,4,5,6.9065639613e-01
gaas,29,9,8,2.1056127143e-01
gaas,29,14,11,2.8738003139e-01
gaas,29,19,14,1.1874221326e-01
gaas,29,24,17,5.4460274751e-02
gaas,29,29,20,5.7120774273e-02
gaas,30,2,23,2.4436852150e-01
gaas,30,7,26,6.2558802926e-01
gaas,30,12,29,1.5796937822e-01
gaas,30,18,0,1.0341737938e-01
gaas,30,23,3,2.7408524240e-01
gaas,30,28,6,2.2327251650e+00
gaas,31,1,9,2.5965406947e-01
gaas,31,6,12,3.5651477485e-01
gaas,31,11,15,3.9519724362e-01
gaas,31,16,18,1.0364828848e-01
gaas,31,21,21,3.7647044327e-02
gaas,31,26,24,7.6592339910e-02
gaas,31,31,27,9.1769952775e-01
nacl,0,0,0,9.0227653429e+00
nacl,0,5,3,2.3418230077e-01
nacl,0,10,6,5.1269195762e-02
nacl,0,15,9,5.5271487211e-02
nacl,0,20,12,4.3560221957e-02
nacl,0,25,15,5.0471458926e-02
nacl,0,30,18,4.3600004230e-02
nacl,1,3,21,5.9012183755e-02
nacl,1,8,24,1.1234940598e-01
nacl,1,13,27,5.3662788686e-02
nacl,1,18,30,4.7249017227e-02
nacl,1,24,1,2.0843248439e-01
nacl,1,29,4,5.0405446886e+00
nacl,2,2,7,5.9221043565e-02
nacl,2,7,10,3.9907739592e-02
nacl,2,12,13,3.9254732363e-02
nacl,2,17,16,5.8049090153e-02
nacl,2,22,19,1.0861949981e-01
nacl,2,27,22,6.2177746579e-02
nacl,3,0,25,5.0786217020e-01
nacl,3,5,28,6.9482166675e-01
nacl,3,10,31,4.9688894024e-02
nacl,3,16,2,3.9420979667e-02
nacl,3,21,5,6.6704818786e-02
nacl,3,26,8,1.1164696181e-01
nacl,3,31,11,4.9426919364e-02
nacl,4,4,14,3.4749735023e-02
nacl,4,9,17,3.9515150299e-02
nacl,4,14,20,1.1319022712e-01
nacl,4,19,23,1.9592771518e-01
nacl,4,24,26,7.6925333707e-02
nacl,4,29,29,2.9687474754e+00
nacl,5,3,0,2.3418230077e-01
nacl,5,8,3,3.6468537947e-02
nacl,5,13,6,3.1269895993e-02
nacl,5,18,9,4.7901315860e-02
nacl,5,23,12,1.3024034759e-01
nacl,5,28,15,1.1016448621e-01
nacl,6,1,18,4.3786679458e-02
nacl,6,6,21,6.0371891355e-02
nacl,6,11,24,1.4594960150e-01
nacl,6,16,27,1.6593067566e-01
nacl,6,21,30,6.2852663998e-02
nacl,6,27,1,6.9345714048e-01
nacl,7,0,4,5.8765781563e-02
nacl,7,5,7,3.1023482178e-02
nacl,7,10,10,3.0072483395e-02
nacl,7,15,13,1.1549478694e-01
nacl,7,20,16,5.7699123735e-01
nacl,7,25,19,2.6611700063e-01
nacl,7,30,22,6.9256691914e-02
nacl,8,3,25,1.0433236417e-01
nacl,8,8,28,9.7023943746e-02
nacl,8,13,31,7.5328909395e-02
nacl,8,19,2,4.3214592291e-02
nacl,8,24,5,8.1703803623e-02
nacl,8,29,8,8.4577238284e-02
nacl,9,2,11,4.0821613964e-02
nacl,9,7,14,3.9600005426e-02
nacl,9,12,17,3.1580346567e-01
nacl,9,17,20,1.2764818106e+00
nacl,9,22,23,3.0251583081e-01
nacl,9,27,26,9.2010147116e-02
nacl,10,0,29,7.4268877610e-02
nacl,10,6,0,5.1269195762e-02
nacl,10,11,3,3.5380018342e-02
nacl,10,16,6,5.1270740964e-02
nacl,10,21,9,2.8779078411e-01
nacl,10,26,12,3.7862986340e-01
nacl,10,31,15,7.0430176102e-02
nacl,11,4,18,5.2391184580e-02
nacl,11,9,21,4.0136298313e-01
nacl,11,14,24,8.8244279425e-01
nacl,11,19,27,1.4635500530e-01
nacl,11,24,30,5.5249429000e-02
nacl,11,30,1,5.0086638422e-02
nacl,12,3,4,3.6424786161e-02
nacl,12,8,7,3.0472586361e-02
nacl,12,13,10,1.5193981397e-01
nacl,12,18,13,1.5811949896e+00
nacl,12,23,16,1.2025162345e+00
nacl,12,28,19,9.3013477191e-02
nacl,13,1,22,5.1591912033e-02
nacl,13,6,25,1.9801487494e-01
nacl,13,11,28,2.2392749594e-01
nacl,13,16,31,5.4848151269e-02
nacl,13,22,2,6.2169162022e-02
nacl,13,27,5,1.1726637658e-01
nacl,14,0,8,5.7413560825e-02
nacl,14,5,11,3.9171400306e-02
nacl,14,10,14,4.2163160429e-01
nacl,14,15,17,9.0089115487e-01
nacl,14,20,20,1.2395326108e+00
nacl,14,25,23,7.1743886981e-02
nacl,14,30,26,4.0896434446e-02
nacl,15,3,29,6.6141914278e-02
nacl,15,9,0,5.5271487211e-02
nacl,15,14,3,4.5945966454e-02
nacl,15,19,6,2.8564629667e-01
nacl,15,24,9,6.4974706964e-01
nacl,15,29,12,1.2613158725e-01
nacl,16,2,15,4.7611290597e-02
nacl,16,7,18,4.8520495459e-01
nacl,16,12,21,1.7568565382e+00
nacl,16,17,24,4.1051736208e-01
nacl,16,22,27,4.3281499683e-02
nacl,16,27,30,3.9095961569e-02
nacl,17,1,1,4.2628590932e-02
nacl,17,6,4,3.6355797341e-02
nacl,17,11,7,1.0211008835e-01
nacl,17,16,10,1.4300632325e+00
nacl,17,21,13,1.7354435540e+00
nacl,17,26,16,1.6589458404e-01
nacl,17,31,19,4.2065605347e-02
nacl,18,4,22,2.0932933594e-01
nacl,18,9,25,3.8962470245e-01
nacl,18,14,28,8.7844697188e-02
nacl,18,19,31,4.2963362905e-02
nacl,18,25,2,9.0168540338e-02
nacl,18,30,5,6.5416025710e-02
nacl,19,3,8,4.3217216406e-02
nacl,19,8,11,2.1648254561e-01
nacl,19,13,14,1.6952003321e+00
nacl,19,18,17,1.6498168553e+00
nacl,19,23,20,1.0511860058e-01
nacl,19,28,23,3.2843787490e-02
nacl,20,1,26,6.4391066925e-02
nacl,20,6,29,7.3541651093e-02
nacl,20,12,0,4.3560221957e-02
nacl,20,17,3,1.2613158725e-01
nacl,20,22,6,3.7862986340e-01
nacl,20,27,9,1.3024034759e-01
nacl,21,0,12,4.4647633558e-02
nacl,21,5,15,2.2025228406e-01
nacl,21,10,18,1.3528947385e+00
nacl,21,15,21,4.9951231974e-01
nacl,21,20,24,4.8134121812e-02
nacl,21,25,27,3.0169096614e-02
nacl,21,30,30,4.0218926374e-02
nacl,22,4,1,9.0701173348e-02
nacl,22,9,4,6.4814514007e-02
nacl,22,14,7,4.1134265732e-01
nacl,22,19,10,9.3970884687e-01
nacl,22,24,13,1.5524818830e-01
nacl,22,29,16,3.7831462436e-02
nacl,23,2,19,1.0511972675e-01
nacl,23,7,22,2.6100017460e-01
nacl,23,12,25,9.5525111264e-02
nacl,23,17,28,3.5037524447e-02
nacl,23,22,31,4.8754793478e-02
nacl,23,28,2,5.8473315897e-02
nacl,24,1,5,2.6228897162e-01
nacl,24,6,8,8.7390281834e-02
nacl,24,11,11,6.1266678725e-01
nacl,24,16,14,7.5615903991e-01
nacl,24,21,17,9.3112634494e-02
nacl,24,26,20,2.9930032478e-02
nacl,24,31,23,4.6630547540e-02
nacl,25,4,26,7.8658912427e-02
nacl,25,9,29,9.6280275406e-02
nacl,25,15,0,5.0471458926e-02
nacl,25,20,3,1.1009864410e-01
nacl,25,25,6,8.8896291752e-02
nacl,25,30,9,1.0430697020e-01
nacl,26,3,12,7.3541651093e-02
nacl,26,8,15,3.1530943858e-01
nacl,26,13,18,2.2555880545e-01
nacl,26,18,21,4.5209197199e-02
nacl,26,23,24,2.8401186750e-02
nacl,26,28,27,3.6355156033e-02
nacl,27,1,30,6.9399524308e-01
nacl,27,7,1,3.5937075878e-01
nacl,27,12,4,8.4812546576e-02
nacl,27,17,7,1.8459479942e-01
nacl,27,22,10,8.4620195048e-02
nacl,27,27,13,4.3427652315e-02
nacl,28,0,16,4.7666776578e-02
nacl,28,5,19,9.3024946631e-02
nacl,28,10,22,6.8831479533e-02
nacl,28,15,25,3.6776453245e-02
nacl,28,20,28,3.4588502516e-02
nacl,28,25,31,4.9869245751e-02
nacl,28,31,2,5.0418227215e+00
nacl,29,4,5,3.3908379985e-01
nacl,29,9,8,9.5621447447e-02
nacl,29,14,11,1.4623042180e-01
nacl,29,19,14,5.6008274455e-02
nacl,29,24,17,3.5765889243e-02
nacl,29,29,20,3.7568201918e-02
nacl,30,2,23,6.7950757248e-02
nacl,30,7,26,2.9695496657e-01
nacl,30,12,29,4.9295483501e-02
nacl,30,18,0,4.3600004230e-02
nacl,30,23,3,7.8138177959e-02
nacl,30,28,6,1.0818583527e+00
nacl,31,1,9,6.8731964788e-02
nacl,31,6,12,6.4391066925e-02
nacl,31,11,15,6.8020189315e-02
nacl,31,16,18,4.2001003560e-02
nacl,31,21,21,4.9066404302e-02
nacl,31,26,24,4.3483365493e-02
nacl,31,31,27,4.7293879039e-01
mgo,0,0,0,1.3710981815e+01
mgo,0,2,21,1.6376171251e+01
mgo,0,5,18,6.4564368254e-01
mgo,0,8,15,1.7641925962e-01
mgo,0,11,12,1.5906482838e-01
mgo,0,14,9,1.6526978514e-01
mgo,0,17,6,3.0771854207e-01
mgo,0,20,3,6.7554838156e+00
mgo,0,23,0,1.9673187557e+01
mgo,1,1,21,1.8425764002e+01
mgo,1,4,18,9.4933280172e-01
mgo,1,7,15,1.8363628673e-01
mgo,1,10,12,1.5648781908e-01
mgo,1,13,9,1.5936186767e-01
mgo,1,16,6,2.3422337977e-01
mgo,1,19,3,3.0880091303e+00
mgo,1,22,0,2.2768088256e+01
mgo,2,0,21,1.6376171251e+01
mgo,2,3,18,1.1897200733e+00
mgo,2,6,15,1.9313758665e-01
mgo,2,9,12,1.5555043726e-01
mgo,2,12,9,1.5555043726e-01
mgo,2,15,6,1.9313758665e-01
mgo,2,18,3,1.1897200733e+00
mgo,2,21,0,1.6376171251e+01
mgo,2,23,21,1.2482689015e+01
mgo,3,2,18,1.1897200733e+00
mgo,3,5,15,2.0142382369e-01
mgo,3,8,12,1.5617140260e-01
mgo,3,11,9,1.5385328255e-01
mgo,3,14,6,1.7244899566e-01
mgo,3,17,3,5.0737826070e-01
mgo,3,20,0,6.7554838156e+00
mgo,3,22,21,6.7577209984e+00
mgo,4,1,18,9.4933280172e-01
mgo,4,4,15,2.0474434115e-01
mgo,4,7,12,1.5727088870e-01
mgo,4,10,9,1.5377777586e-01
mgo,4,13,6,1.6258352503e-01
mgo,4,16,3,2.8153341597e-01
mgo,4,19,0,1.9957064641e+00
mgo,4,21,21,2.6630283816e+00
mgo,5,0,18,6.4564368254e-01
mgo,5,3,15,2.0142382369e-01
mgo,5,6,12,1.5804919215e-01
mgo,5,9,9,1.5451331724e-01
mgo,5,12,6,1.5804919215e-01
mgo,5,15,3,2.0142382369e-01
mgo,5,18,0,6.4564368254e-01
mgo,5,20,21,9.5594899954e-01
mgo,5,23,18,5.5167233975e-01
mgo,6,2,15,1.9313758665e-01
mgo,6,5,12,1.5804919215e-01
mgo,6,8,9,1.5534888927e-01
mgo,6,11,6,1.5613571035e-01
mgo,6,14,3,1.7244899566e-01
mgo,6,17,0,3.0771854207e-01
mgo,6,19,21,4.2725055957e-01
mgo,6,22,18,3.6122455514e-01
mgo,7,1,15,1.8363628673e-01
mgo,7,4,12,1.5727088870e-01
mgo,7,7,9,1.5570149680e-01
mgo,7,10,6,1.5548803896e-01
mgo,7,13,3,1.6116268435e-01
mgo,7,16,0,2.0815805847e-01
mgo,7,18,21,2.6399170494e-01
mgo,7,21,18,2.6399170494e-01
mgo,8,0,15,1.7641925962e-01
mgo,8,3,12,1.5617140260e-01
mgo,8,6,9,1.5534888927e-01
mgo,8,9,6,1.5534888927e-01
mgo,8,12,3,1.5617140260e-01
mgo,8,15,0,1.7641925962e-01
mgo,8,17,21,2.1304511596e-01
mgo,8,20,18,2.2448978592e-01
mgo,8,23,15,1.8302695491e-01
mgo,9,2,12,1.5555043726e-01
mgo,9,5,9,1.5451331724e-01
mgo,9,8,6,1.5534888927e-01
mgo,9,11,3,1.5385328255e-01
mgo,9,14,0,1.6526978514e-01
mgo,9,16,21,2.0020487016e-01
mgo,9,19,18,2.1656633868e-01
